order_id,product_id,description,quantity,order_date,price,customer_id,country,total,order_mean,month_mean,product_mean,prod_month_mean,cust_prod_mean,use_mall_mean
489434,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,2009-12-01 07:45:00,11.4675,13085,United Kingdom,137.61,-98.89075042824824,69.60461538461536,61.686252665245505,39.642209302325575,137.61,104.70039130434782
489434,79323P,PINK CHERRY LIGHTS,12,2009-12-01 07:45:00,11.1375,13085,United Kingdom,133.64999999999998,-98.89075042824824,69.60461538461536,47.98029761904749,89.03668604651163,103.95,104.70039130434782
489434,79323W, WHITE CHERRY LIGHTS,12,2009-12-01 07:45:00,11.1375,13085,United Kingdom,133.64999999999998,-98.89075042824824,69.60461538461536,41.98424999999996,98.96242574257424,103.95,104.70039130434782
489434,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2009-12-01 07:45:00,3.465,13085,United Kingdom,166.32,-98.89075042824824,69.60461538461536,77.6552460567824,173.08499999999995,66.825,104.70039130434782
489434,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2009-12-01 07:45:00,2.0625,13085,United Kingdom,49.5,-98.89075042824824,69.60461538461536,31.50780194174758,35.82303726708074,37.125,104.70039130434782
489434,22064,PINK DOUGHNUT TRINKET POT ,24,2009-12-01 07:45:00,2.7225,13085,United Kingdom,65.33999999999999,-98.89075042824824,69.60461538461536,28.74122982283459,39.115531914893616,49.005,104.70039130434782
489434,21871,SAVE THE PLANET MUG,24,2009-12-01 07:45:00,2.0625,13085,United Kingdom,49.5,-98.89075042824824,69.60461538461536,30.59637053571421,22.691777777777766,41.25,104.70039130434782
489434,21523,FANCY FONT HOME SWEET HOME DOORMAT,10,2009-12-01 07:45:00,9.8175,13085,United Kingdom,98.17499999999998,-98.89075042824824,69.60461538461536,75.7130436013593,55.18185483870969,98.17499999999998,104.70039130434782
489435,22350,CAT BOWL ,12,2009-12-01 07:46:00,4.2075,13085,United Kingdom,50.49,-98.89075042824824,69.60461538461536,43.17622590361452,50.18275862068962,50.49,104.70039130434782
489435,22349,"DOG BOWL , CHASING BALL DESIGN",12,2009-12-01 07:46:00,6.1875,13085,United Kingdom,74.25,-98.89075042824824,69.60461538461536,44.922667177914114,35.473625,74.25,104.70039130434782
489435,22195,HEART MEASURING SPOONS LARGE,24,2009-12-01 07:46:00,2.7225,13085,United Kingdom,65.33999999999999,-98.89075042824824,69.60461538461536,23.586119117646998,27.13012499999999,65.33999999999999,104.70039130434782
489435,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,12,2009-12-01 07:46:00,4.2075,13085,United Kingdom,50.49,-98.89075042824824,69.60461538461536,29.030699602122148,21.273488372093016,50.49,104.70039130434782
489436,48173C,DOOR MAT BLACK FLOCK ,10,2009-12-01 09:06:00,9.8175,13078,United Kingdom,98.17499999999998,31.227649276602694,68.34900000000002,80.46208858695681,34.20779999999999,106.24166666666666,1975.9718478260816
489436,21755,LOVE BUILDING BLOCK WORD,18,2009-12-01 09:06:00,8.9925,13078,United Kingdom,161.865,31.227649276602694,68.34900000000002,34.27011692462951,41.17285714285717,40.61062499999999,1975.9718478260816
489436,21754,HOME BUILDING BLOCK WORD,3,2009-12-01 09:06:00,9.8175,13078,United Kingdom,29.4525,31.227649276602694,68.34900000000002,37.50644910179597,42.45271084337353,38.577,1975.9718478260816
489436,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2009-12-01 09:06:00,2.7885,13078,United Kingdom,44.61600000000001,31.227649276602694,68.34900000000002,76.07243504948529,119.76310500000004,298.254,1975.9718478260816
489436,22119, PEACE WOODEN BLOCK LETTERS,3,2009-12-01 09:06:00,11.4675,13078,United Kingdom,34.4025,31.227649276602694,68.34900000000002,26.30058227848104,31.9575,34.4025,1975.9718478260816
489436,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2009-12-01 09:06:00,2.3925,13078,United Kingdom,28.709999999999994,31.227649276602694,68.34900000000002,21.80389723557684,16.662053571428565,28.709999999999994,1975.9718478260816
489436,22296,HEART IVORY TRELLIS LARGE,12,2009-12-01 09:06:00,2.7225,13078,United Kingdom,32.669999999999995,31.227649276602694,68.34900000000002,33.586410447760784,34.526250000000005,32.669999999999995,1975.9718478260816
489436,22295,HEART FILIGREE DOVE LARGE,12,2009-12-01 09:06:00,2.7225,13078,United Kingdom,32.669999999999995,31.227649276602694,68.34900000000002,34.363199029125965,27.95100000000001,32.669999999999995,1975.9718478260816
489436,22109,FULL ENGLISH BREAKFAST PLATE,16,2009-12-01 09:06:00,5.5935,13078,United Kingdom,89.49600000000002,31.227649276602694,68.34900000000002,40.289458226221015,34.384166666666665,62.227323529411784,1975.9718478260816
489436,22107,PIZZA PLATE IN BOX,4,2009-12-01 09:06:00,6.1875,13078,United Kingdom,24.75,31.227649276602694,68.34900000000002,21.831044117647053,13.802884615384615,24.75,1975.9718478260816
489436,22194,BLACK DINER WALL CLOCK,2,2009-12-01 09:06:00,14.025,13078,United Kingdom,28.05,31.227649276602694,68.34900000000002,32.1811734693878,30.05357142857143,21.037500000000005,1975.9718478260816
489436,35004B,SET OF 3 BLACK FLYING DUCKS,12,2009-12-01 09:06:00,7.6725,13078,United Kingdom,92.07,31.227649276602694,68.34900000000002,53.77664568345325,22.56692307692308,42.08875,1975.9718478260816
489436,82582,AREA PATROLLED METAL SIGN,12,2009-12-01 09:06:00,3.465,13078,United Kingdom,41.58,31.227649276602694,68.34900000000002,33.43239139941713,28.83520588235293,53.46000000000001,1975.9718478260816
489436,21181,PLEASE ONE PERSON  METAL SIGN,12,2009-12-01 09:06:00,3.465,13078,United Kingdom,41.58,31.227649276602694,68.34900000000002,49.91145652173933,41.797582417582376,131.22,1975.9718478260816
489436,21756,BATH BUILDING BLOCK WORD,3,2009-12-01 09:06:00,9.8175,13078,United Kingdom,29.4525,31.227649276602694,68.34900000000002,28.560175531914854,21.878999999999994,29.4525,1975.9718478260816
489436,21333,CLASSIC WHITE FRAME,6,2009-12-01 09:06:00,4.8675,13078,United Kingdom,29.205,31.227649276602694,68.34900000000002,23.432012195121928,22.715,29.205,1975.9718478260816
489436,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2009-12-01 09:06:00,2.0625,13078,United Kingdom,16.5,31.227649276602694,68.34900000000002,10.504348866498763,9.28125,16.5,1975.9718478260816
489436,84596L,BISCUITS SMALL BOWL LIGHT BLUE,8,2009-12-01 09:06:00,2.0625,13078,United Kingdom,16.5,31.227649276602694,68.34900000000002,9.150392307692302,5.671875,16.5,1975.9718478260816
489436,22111,SCOTTIE DOG HOT WATER BOTTLE,24,2009-12-01 09:06:00,7.0124999999999975,13078,United Kingdom,168.29999999999995,31.227649276602694,68.34900000000002,46.067883802817114,54.022423857867935,144.9249999999999,1975.9718478260816
489437,22143,CHRISTMAS CRAFT HEART DECORATIONS,6,2009-12-01 09:08:00,3.465,15362,United Kingdom,20.79,25.818364450127874,22.29293478260869,24.169499999999992,11.210294117647061,20.79,43.98182608695653
489437,22145,CHRISTMAS CRAFT HEART STOCKING ,6,2009-12-01 09:08:00,3.465,15362,United Kingdom,20.79,25.818364450127874,22.29293478260869,24.465833333333308,19.581964285714285,20.79,43.98182608695653
489437,22130,PARTY CONE CHRISTMAS DECORATION ,12,2009-12-01 09:08:00,1.4025,15362,United Kingdom,16.83,25.818364450127874,22.29293478260869,25.07237047353756,23.219166666666666,16.83,43.98182608695653
489437,21364,PEACE SMALL WOOD LETTERS,2,2009-12-01 09:08:00,11.1375,15362,United Kingdom,22.275,25.818364450127874,22.29293478260869,34.10922945205472,20.047499999999992,22.275,43.98182608695653
489437,21360,JOY LARGE WOOD LETTERS,1,2009-12-01 09:08:00,16.417499999999997,15362,United Kingdom,16.417499999999997,25.818364450127874,22.29293478260869,46.33217741935483,36.45468750000001,16.417499999999997,43.98182608695653
489437,21351,CINAMMON & ORANGE WREATH,2,2009-12-01 09:08:00,11.1375,15362,United Kingdom,22.275,25.818364450127874,22.29293478260869,34.26739130434782,21.418269230769226,22.275,43.98182608695653
489437,21352,EUCALYPTUS & PINECONE  WREATH,2,2009-12-01 09:08:00,11.1375,15362,United Kingdom,22.275,25.818364450127874,22.29293478260869,41.08835755813951,16.706249999999994,22.275,43.98182608695653
489437,35400,WOODEN BOX ADVENT CALENDAR ,2,2009-12-01 09:08:00,14.767499999999998,15362,United Kingdom,29.535,25.818364450127874,22.29293478260869,43.1597140957445,15.735661764705885,29.535,43.98182608695653
489437,20695,FLORAL BLUE MONSTER,3,2009-12-01 09:08:00,7.0124999999999975,15362,United Kingdom,21.0375,25.818364450127874,22.29293478260869,18.5625,7.0125,21.0375,43.98182608695653
489437,37370,RETRO COFFEE MUGS ASSORTED,12,2009-12-01 09:08:00,2.0625,15362,United Kingdom,24.75,25.818364450127874,22.29293478260869,35.76755416666668,33.7781052631579,24.75,43.98182608695653
489437,10002,INFLATABLE POLITICAL GLOBE ,12,2009-12-01 09:08:00,1.4025,15362,United Kingdom,16.83,25.818364450127874,22.29293478260869,31.169911184210548,17.489999999999995,16.83,43.98182608695653
489437,84507B,STRIPES DESIGN MONKEY DOLL,6,2009-12-01 09:08:00,4.2075,15362,United Kingdom,25.245,25.818364450127874,22.29293478260869,28.52858870967739,16.529464285714287,25.245,43.98182608695653
489437,20703,BLUE PADDED SOFT MOBILE,3,2009-12-01 09:08:00,7.0124999999999975,15362,United Kingdom,21.0375,25.818364450127874,22.29293478260869,16.637499999999964,22.3125,21.0375,43.98182608695653
489437,21987,PACK OF 6 SKULL PAPER CUPS,12,2009-12-01 09:08:00,1.0725,15362,United Kingdom,12.87,25.818364450127874,22.29293478260869,17.433030085959867,7.047857142857143,12.87,43.98182608695653
489437,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2009-12-01 09:08:00,1.4025,15362,United Kingdom,16.83,25.818364450127874,22.29293478260869,19.546316916488284,7.5735,16.83,43.98182608695653
489437,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2009-12-01 09:08:00,1.4025,15362,United Kingdom,16.83,25.818364450127874,22.29293478260869,27.76971615720575,26.77297674418605,16.83,43.98182608695653
489437,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2009-12-01 09:08:00,2.0625,15362,United Kingdom,24.75,25.818364450127874,22.29293478260869,33.694631777108434,31.053,24.75,43.98182608695653
489437,22271,FELTCRAFT DOLL ROSIE,6,2009-12-01 09:08:00,4.8675,15362,United Kingdom,29.205,25.818364450127874,22.29293478260869,29.244559813753877,28.33783333333333,29.205,43.98182608695653
489437,22272,FELTCRAFT DOLL MARIA,6,2009-12-01 09:08:00,4.8675,15362,United Kingdom,29.205,25.818364450127874,22.29293478260869,21.695027978339333,16.113103448275865,29.205,43.98182608695653
489437,22274,FELTCRAFT DOLL EMILY,6,2009-12-01 09:08:00,4.8675,15362,United Kingdom,29.205,25.818364450127874,22.29293478260869,28.305218205574988,23.071640624999986,29.205,43.98182608695653
489437,21912,VINTAGE SNAKES & LADDERS,4,2009-12-01 09:08:00,6.1875,15362,United Kingdom,24.75,25.818364450127874,22.29293478260869,29.720672885572128,26.223214285714285,24.75,43.98182608695653
